,respiratory system disease,integumentary system disease,immune system disease,gastrointestinal system disease,musculoskeletal system disease,acquired metabolic disease,urinary system disease,cardiovascular system disease,nervous system disease,cancer,multiple
8890,0,0,0,0,0,0,0,0,0,1,0
8893,0,0,0,0,0,0,0,0,0,1,0
1742,0,0,0,0,0,0,0,0,0,0,0
26608,0,0,0,0,0,0,0,0,0,0,0
2969,0,0,0,0,0,0,0,0,0,0,1
3984,0,0,0,0,0,0,0,0,0,0,0
5982,0,0,0,0,0,0,0,0,0,0,0
7461,0,0,0,0,0,0,0,0,0,0,0
81554,0,0,0,0,0,0,0,0,0,0,0
9031,0,0,0,0,0,0,0,0,0,0,0
9569,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0,0,0,1
2919,0,0,0,0,0,0,0,0,0,0,1
3567,0,0,0,0,0,0,0,0,0,0,1
3578,0,0,1,0,0,0,0,0,0,0,0
3952,0,0,0,0,0,0,0,0,0,0,1
50616,0,0,1,0,0,0,0,0,0,0,0
716,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,1,0
10013,0,0,0,0,0,0,0,0,0,1,0
100188789,0,0,0,0,0,0,0,0,0,1,0
10040,0,0,0,0,0,0,0,0,0,1,0
10158,0,0,0,0,0,0,0,0,0,1,0
101669767,0,0,0,0,0,0,0,0,0,1,0
10263,0,0,0,0,0,0,0,0,0,1,0
10333,0,0,0,0,0,0,0,0,0,1,0
10397,0,0,0,0,0,0,0,0,0,1,0
10417,0,0,0,0,0,0,0,0,0,0,1
10439,0,0,0,0,0,0,0,0,0,1,0
10451,0,0,0,0,0,0,0,0,0,0,1
10481,0,0,0,0,0,0,0,0,0,1,0
10499,0,0,0,0,0,0,0,0,0,1,0
10516,0,0,0,0,0,0,0,0,0,0,1
10551,0,0,0,0,0,0,0,0,0,1,0
10625,0,0,0,0,0,0,0,0,0,1,0
10809,0,0,0,0,0,0,0,0,0,1,0
10857,0,0,0,0,0,0,0,0,0,0,1
10928,0,0,0,0,0,0,0,0,0,0,1
10945,0,0,0,0,0,0,0,0,0,1,0
10948,0,0,0,0,0,0,0,0,0,1,0
10951,0,0,0,0,0,0,0,0,0,1,0
10955,0,0,0,0,0,0,0,0,0,1,0
11005,0,0,0,0,0,0,0,0,0,1,0
11009,0,0,0,0,0,0,0,0,0,1,0
11176,0,0,0,0,0,0,0,0,0,1,0
11178,0,0,0,0,0,0,0,0,0,1,0
11187,0,0,0,0,0,0,0,0,0,1,0
116113,0,0,0,0,0,0,0,0,0,1,0
1200,0,0,0,0,0,0,0,0,0,0,1
1266,0,0,0,0,0,0,0,0,0,1,0
1316,0,0,0,0,0,0,0,0,0,1,0
1317,0,0,0,0,0,0,0,0,0,0,1
1365,0,0,0,0,0,0,0,0,0,1,0
1366,0,0,0,0,0,0,0,0,0,1,0
136991,0,0,0,0,0,0,0,0,0,0,1
1410,0,0,0,0,0,0,0,0,0,0,1
143686,0,0,0,0,0,0,0,0,0,1,0
1465,0,0,0,0,0,0,0,0,0,1,0
1469,0,0,0,0,0,0,0,0,0,1,0
1474,0,0,0,0,0,0,0,0,0,1,0
1488,0,0,0,0,0,0,0,0,0,1,0
150084,0,0,0,0,0,0,0,0,0,1,0
1508,0,0,0,0,0,0,0,0,0,0,1
153090,0,0,0,0,0,0,0,0,0,0,1
154,0,0,0,0,0,0,0,0,0,0,1
1543,0,0,0,0,0,0,0,0,0,0,1
1545,0,0,0,0,0,0,0,0,0,0,1
1562,0,0,0,0,0,0,0,0,0,1,0
1577,0,0,0,0,0,0,0,0,0,0,1
1586,0,0,0,0,0,0,0,0,0,0,1
1588,0,0,0,0,0,0,0,0,0,0,1
1605,0,0,0,0,0,0,0,0,0,1,0
1672,0,0,0,0,0,0,0,0,0,0,1
1775,0,0,0,0,0,0,0,0,0,1,0
1786,0,0,0,0,0,0,0,0,0,0,1
1789,0,0,0,0,0,0,0,0,0,0,1
1902,0,0,0,0,0,0,0,0,0,1,0
1950,0,0,0,0,0,0,0,0,0,0,1
2012,0,0,0,0,0,0,0,0,0,1,0
2014,0,0,0,0,0,0,0,0,0,1,0
2052,0,0,0,0,0,0,0,0,0,0,1
2065,0,0,0,0,0,0,0,0,0,0,1
2068,0,0,0,0,0,0,0,0,0,0,1
2078,0,0,0,0,0,0,0,0,0,1,0
2100,0,0,0,0,0,0,0,0,0,0,1
2115,0,0,0,0,0,0,0,0,0,1,0
2118,0,0,0,0,0,0,0,0,0,1,0
2146,0,0,0,0,0,0,0,0,0,0,1
2182,0,0,0,0,0,0,0,0,0,1,0
2192,0,0,0,0,0,0,0,0,0,1,0
222546,0,0,0,0,0,0,0,0,0,1,0
2255,0,0,0,0,0,0,0,0,0,1,0
22853,0,0,0,0,0,0,0,0,0,1,0
23071,0,0,0,0,0,0,0,0,0,1,0
23197,0,0,0,0,0,0,0,0,0,1,0
23204,0,0,0,0,0,0,0,0,0,1,0
23301,0,0,0,0,0,0,0,0,0,1,0
23382,0,0,0,0,0,0,0,0,0,1,0
2346,0,0,0,0,0,0,0,0,0,1,0
23635,0,0,0,0,0,0,0,0,0,1,0
23753,0,0,0,0,0,0,0,0,0,1,0
246778,0,0,0,0,0,0,0,0,0,0,1
25792,0,0,0,0,0,0,0,0,0,0,1
25818,0,0,0,0,0,0,0,0,0,1,0
2591,0,0,0,0,0,0,0,0,0,0,1
25932,0,0,0,0,0,0,0,0,0,1,0
26227,0,0,0,0,0,0,0,0,0,1,0
26298,0,0,0,0,0,0,0,0,0,1,0
26499,0,0,0,0,0,0,0,0,0,1,0
2650,0,0,0,0,0,0,0,0,0,1,0
2690,0,0,0,0,0,0,0,0,0,0,1
27134,0,0,0,0,0,0,0,0,0,1,0
27173,0,0,0,0,0,0,0,0,0,1,0
27242,0,0,0,0,0,0,0,0,0,0,1
27294,0,0,0,0,0,0,0,0,0,1,0
2787,0,0,0,0,0,0,0,0,0,1,0
2803,0,0,0,0,0,0,0,0,0,0,1
283237,0,0,0,0,0,0,0,0,0,1,0
2878,0,0,0,0,0,0,0,0,0,0,1
2886,0,0,0,0,0,0,0,0,0,1,0
28999,0,0,0,0,0,0,0,0,0,1,0
29,0,0,0,0,0,0,0,0,0,1,0
2908,0,0,0,0,0,0,0,0,0,0,1
29087,0,0,0,0,0,0,0,0,0,1,0
2923,0,0,0,0,0,0,0,0,0,1,0
2925,0,0,0,0,0,0,0,0,0,1,0
2932,0,0,0,0,0,0,0,0,0,0,1
2938,0,0,0,0,0,0,0,0,0,0,1
2947,0,0,0,0,0,0,0,0,0,1,0
2952,0,0,0,0,0,0,0,0,0,0,1
29893,0,0,0,0,0,0,0,0,0,1,0
30008,0,0,0,0,0,0,0,0,0,1,0
3047,0,0,0,0,0,0,0,0,0,1,0
3048,0,0,0,0,0,0,0,0,0,1,0
307,0,0,0,0,0,0,0,0,0,1,0
3091,0,0,0,0,0,0,0,0,0,0,1
316,0,0,0,0,0,0,0,0,0,1,0
3169,0,0,0,0,0,0,0,0,0,1,0
3171,0,0,0,0,0,0,0,0,0,1,0
3187,0,0,0,0,0,0,0,0,0,1,0
3232,0,0,0,0,0,0,0,0,0,0,1
3248,0,0,0,0,0,0,0,0,0,1,0
328,0,0,0,0,0,0,0,0,0,0,1
3283,0,0,0,0,0,0,0,0,0,1,0
3284,0,0,0,0,0,0,0,0,0,1,0
3292,0,0,0,0,0,0,0,0,0,1,0
3293,0,0,0,0,0,0,0,0,0,1,0
347747,0,0,0,0,0,0,0,0,0,1,0
3489,0,0,0,0,0,0,0,0,0,0,1
3490,0,0,0,0,0,0,0,0,0,1,0
354,0,0,0,0,0,0,0,0,0,1,0
3603,0,0,0,0,0,0,0,0,0,0,1
3708,0,0,0,0,0,0,0,0,0,0,1
373156,0,0,0,0,0,0,0,0,0,1,0
3732,0,0,0,0,0,0,0,0,0,1,0
3817,0,0,0,0,0,0,0,0,0,1,0
384,0,0,0,0,0,0,0,0,0,0,1
389058,0,0,0,0,0,0,0,0,0,1,0
3913,0,0,0,0,0,0,0,0,0,1,0
3915,0,0,0,0,0,0,0,0,0,1,0
3925,0,0,0,0,0,0,0,0,0,1,0
3945,0,0,0,0,0,0,0,0,0,1,0
3977,0,0,0,0,0,0,0,0,0,1,0
406991,0,0,0,0,0,0,0,0,0,0,1
4074,0,0,0,0,0,0,0,0,0,1,0
408259,0,0,0,0,0,0,0,0,0,1,0
408260,0,0,0,0,0,0,0,0,0,1,0
4158,0,0,0,0,0,0,0,0,0,0,1
43,0,0,0,0,0,0,0,0,0,0,1
4311,0,0,0,0,0,0,0,0,0,0,1
4322,0,0,0,0,0,0,0,0,0,1,0
4477,0,0,0,0,0,0,0,0,0,1,0
4502,0,0,0,0,0,0,0,0,0,0,1
4507,0,0,0,0,0,0,0,0,0,1,0
4585,0,0,0,0,0,0,0,0,0,1,0
4601,0,0,0,0,0,0,0,0,0,0,1
4610,0,0,0,0,0,0,0,0,0,1,0
4669,0,0,0,0,0,0,0,0,0,1,0
467,0,0,0,0,0,0,0,0,0,0,1
4683,0,0,0,0,0,0,0,0,0,1,0
4780,0,0,0,0,0,0,0,0,0,0,1
4782,0,0,0,0,0,0,0,0,0,1,0
4804,0,0,0,0,0,0,0,0,0,0,1
4824,0,0,0,0,0,0,0,0,0,1,0
4883,0,0,0,0,0,0,0,0,0,1,0
4925,0,0,0,0,0,0,0,0,0,1,0
5034,0,0,0,0,0,0,0,0,0,0,1
5074,0,0,0,0,0,0,0,0,0,1,0
5100,0,0,0,0,0,0,0,0,0,1,0
51084,0,0,0,0,0,0,0,0,0,0,1
51132,0,0,0,0,0,0,0,0,0,1,0
51135,0,0,0,0,0,0,0,0,0,1,0
51181,0,0,0,0,0,0,0,0,0,0,1
51227,0,0,0,0,0,0,0,0,0,1,0
51341,0,0,0,0,0,0,0,0,0,1,0
5160,0,0,0,0,0,0,0,0,0,0,1
51651,0,0,0,0,0,0,0,0,0,1,0
51655,0,0,0,0,0,0,0,0,0,1,0
5172,0,0,0,0,0,0,0,0,0,0,1
5179,0,0,0,0,0,0,0,0,0,0,1
5224,0,0,0,0,0,0,0,0,0,1,0
5273,0,0,0,0,0,0,0,0,0,1,0
5293,0,0,0,0,0,0,0,0,0,1,0
5329,0,0,0,0,0,0,0,0,0,0,1
53916,0,0,0,0,0,0,0,0,0,1,0
5396,0,0,0,0,0,0,0,0,0,0,1
54361,0,0,0,0,0,0,0,0,0,0,1
54363,0,0,0,0,0,0,0,0,0,1,0
54431,0,0,0,0,0,0,0,0,0,0,1
54535,0,0,0,0,0,0,0,0,0,0,1
54790,0,0,0,0,0,0,0,0,0,1,0
55210,0,0,0,0,0,0,0,0,0,1,0
55256,0,0,0,0,0,0,0,0,0,1,0
5530,0,0,0,0,0,0,0,0,0,0,1
55312,0,0,0,0,0,0,0,0,0,1,0
55577,0,0,0,0,0,0,0,0,0,1,0
55819,0,0,0,0,0,0,0,0,0,1,0
55827,0,0,0,0,0,0,0,0,0,1,0
55829,0,0,0,0,0,0,0,0,0,1,0
55840,0,0,0,0,0,0,0,0,0,1,0
5590,0,0,0,0,0,0,0,0,0,1,0
5610,0,0,0,0,0,0,0,0,0,0,1
5611,0,0,0,0,0,0,0,0,0,1,0
563,0,0,0,0,0,0,0,0,0,1,0
5652,0,0,0,0,0,0,0,0,0,0,1
56616,0,0,0,0,0,0,0,0,0,0,1
567,0,0,0,0,0,0,0,0,0,0,1
56849,0,0,0,0,0,0,0,0,0,1,0
56924,0,0,0,0,0,0,0,0,0,0,1
57185,0,0,0,0,0,0,0,0,0,1,0
572,0,0,0,0,0,0,0,0,0,0,1
5796,0,0,0,0,0,0,0,0,0,1,0
5859,0,0,0,0,0,0,0,0,0,1,0
5887,0,0,0,0,0,0,0,0,0,1,0
59084,0,0,0,0,0,0,0,0,0,1,0
59344,0,0,0,0,0,0,0,0,0,1,0
6019,0,0,0,0,0,0,0,0,0,1,0
6038,0,0,0,0,0,0,0,0,0,1,0
60526,0,0,0,0,0,0,0,0,0,1,0
60528,0,0,0,0,0,0,0,0,0,1,0
606293,0,0,0,0,0,0,0,0,0,1,0
6134,0,0,0,0,0,0,0,0,0,1,0
6136,0,0,0,0,0,0,0,0,0,1,0
6185,0,0,0,0,0,0,0,0,0,1,0
619402,0,0,0,0,0,0,0,0,0,1,0
6223,0,0,0,0,0,0,0,0,0,0,1
6237,0,0,0,0,0,0,0,0,0,1,0
6256,0,0,0,0,0,0,0,0,0,1,0
6293,0,0,0,0,0,0,0,0,0,1,0
6296,0,0,0,0,0,0,0,0,0,1,0
6376,0,0,0,0,0,0,0,0,0,0,1
6414,0,0,0,0,0,0,0,0,0,0,1
64240,0,0,0,0,0,0,0,0,0,0,1
64374,0,0,0,0,0,0,0,0,0,1,0
6462,0,0,0,0,0,0,0,0,0,0,1
64816,0,0,0,0,0,0,0,0,0,1,0
6541,0,0,0,0,0,0,0,0,0,1,0
655,0,0,0,0,0,0,0,0,0,0,1
658,0,0,0,0,0,0,0,0,0,0,1
664,0,0,0,0,0,0,0,0,0,1,0
6695,0,0,0,0,0,0,0,0,0,1,0
6715,0,0,0,0,0,0,0,0,0,0,1
6746,0,0,0,0,0,0,0,0,0,1,0
6757,0,0,0,0,0,0,0,0,0,0,1
6768,0,0,0,0,0,0,0,0,0,1,0
678,0,0,0,0,0,0,0,0,0,1,0
6817,0,0,0,0,0,0,0,0,0,0,1
6820,0,0,0,0,0,0,0,0,0,0,1
6822,0,0,0,0,0,0,0,0,0,1,0
6836,0,0,0,0,0,0,0,0,0,1,0
6885,0,0,0,0,0,0,0,0,0,0,1
6916,0,0,0,0,0,0,0,0,0,1,0
6928,0,0,0,0,0,0,0,0,0,0,1
6948,0,0,0,0,0,0,0,0,0,1,0
6950,0,0,0,0,0,0,0,0,0,1,0
7001,0,0,0,0,0,0,0,0,0,1,0
7012,0,0,0,0,0,0,0,0,0,0,1
7079,0,0,0,0,0,0,0,0,0,1,0
7099,0,0,0,0,0,0,0,0,0,0,1
7110,0,0,0,0,0,0,0,0,0,1,0
7111,0,0,0,0,0,0,0,0,0,1,0
7113,0,0,0,0,0,0,0,0,0,1,0
7114,0,0,0,0,0,0,0,0,0,1,0
7162,0,0,0,0,0,0,0,0,0,1,0
7163,0,0,0,0,0,0,0,0,0,1,0
7164,0,0,0,0,0,0,0,0,0,1,0
7178,0,0,0,0,0,0,0,0,0,1,0
7184,0,0,0,0,0,0,0,0,0,1,0
7263,0,0,0,0,0,0,0,0,0,0,1
7352,0,0,0,0,0,0,0,0,0,0,1
7366,0,0,0,0,0,0,0,0,0,1,0
7367,0,0,0,0,0,0,0,0,0,1,0
7371,0,0,0,0,0,0,0,0,0,1,0
7372,0,0,0,0,0,0,0,0,0,1,0
7430,0,0,0,0,0,0,0,0,0,1,0
7432,0,0,0,0,0,0,0,0,0,1,0
7546,0,0,0,0,0,0,0,0,0,1,0
7763,0,0,0,0,0,0,0,0,0,1,0
780,0,0,0,0,0,0,0,0,0,1,0
7834,0,0,0,0,0,0,0,0,0,1,0
79574,0,0,0,0,0,0,0,0,0,1,0
79689,0,0,0,0,0,0,0,0,0,1,0
79784,0,0,0,0,0,0,0,0,0,1,0
79807,0,0,0,0,0,0,0,0,0,1,0
7984,0,0,0,0,0,0,0,0,0,1,0
7991,0,0,0,0,0,0,0,0,0,1,0
8000,0,0,0,0,0,0,0,0,0,1,0
8086,0,0,0,0,0,0,0,0,0,1,0
811,0,0,0,0,0,0,0,0,0,0,1
8202,0,0,0,0,0,0,0,0,0,1,0
826,0,0,0,0,0,0,0,0,0,1,0
83259,0,0,0,0,0,0,0,0,0,1,0
8339,0,0,0,0,0,0,0,0,0,1,0
83606,0,0,0,0,0,0,0,0,0,1,0
8365,0,0,0,0,0,0,0,0,0,1,0
8379,0,0,0,0,0,0,0,0,0,1,0
8405,0,0,0,0,0,0,0,0,0,1,0
8409,0,0,0,0,0,0,0,0,0,1,0
842,0,0,0,0,0,0,0,0,0,0,1
84519,0,0,0,0,0,0,0,0,0,1,0
84818,0,0,0,0,0,0,0,0,0,1,0
8495,0,0,0,0,0,0,0,0,0,1,0
8537,0,0,0,0,0,0,0,0,0,1,0
8560,0,0,0,0,0,0,0,0,0,0,1
857,0,0,0,0,0,0,0,0,0,0,1
8615,0,0,0,0,0,0,0,0,0,0,1
8644,0,0,0,0,0,0,0,0,0,0,1
8648,0,0,0,0,0,0,0,0,0,1,0
8661,0,0,0,0,0,0,0,0,0,1,0
8667,0,0,0,0,0,0,0,0,0,1,0
8702,0,0,0,0,0,0,0,0,0,1,0
8720,0,0,0,0,0,0,0,0,0,1,0
873,0,0,0,0,0,0,0,0,0,0,1
8754,0,0,0,0,0,0,0,0,0,0,1
8804,0,0,0,0,0,0,0,0,0,1,0
8854,0,0,0,0,0,0,0,0,0,0,1
8895,0,0,0,0,0,0,0,0,0,1,0
8932,0,0,0,0,0,0,0,0,0,1,0
894,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,0,0,1
90338,0,0,0,0,0,0,0,0,0,1,0
9080,0,0,0,0,0,0,0,0,0,1,0
9189,0,0,0,0,0,0,0,0,0,1,0
9203,0,0,0,0,0,0,0,0,0,1,0
92105,0,0,0,0,0,0,0,0,0,1,0
93611,0,0,0,0,0,0,0,0,0,1,0
9380,0,0,0,0,0,0,0,0,0,1,0
9446,0,0,0,0,0,0,0,0,0,0,1
9538,0,0,0,0,0,0,0,0,0,1,0
9566,0,0,0,0,0,0,0,0,0,1,0
9687,0,0,0,0,0,0,0,0,0,0,1
9709,0,0,0,0,0,0,0,0,0,0,1
9817,0,0,0,0,0,0,0,0,0,1,0
9968,0,0,0,0,0,0,0,0,0,1,0
9985,0,0,0,0,0,0,0,0,0,1,0
10046,0,0,0,0,0,0,0,0,0,0,0
11336,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0
139189,0,0,0,0,0,0,0,0,0,0,0
1768,0,0,0,0,0,0,0,0,0,0,0
23498,0,0,0,0,0,0,0,0,0,0,0
285740,0,0,0,0,0,0,0,0,0,0,0
285943,0,0,0,0,0,0,0,0,0,0,0
29080,0,0,0,0,0,0,0,0,0,0,0
3200,0,0,0,0,0,0,0,1,0,0,0
3201,0,0,0,0,0,0,0,0,0,0,0
60678,0,0,0,0,0,0,0,0,0,1,0
6764,0,0,0,0,0,0,0,0,0,0,0
8887,0,0,0,0,0,0,0,0,0,0,0
1010,0,0,0,0,0,0,0,0,0,1,0
170679,0,0,0,0,0,0,0,0,0,0,1
170680,0,0,0,0,0,0,0,0,0,0,1
1838,0,0,0,0,0,0,0,0,0,1,0
23492,0,0,0,0,0,0,0,0,0,1,0
3981,0,0,0,0,0,0,0,0,0,1,0
4170,0,0,0,0,0,0,0,0,0,0,1
54986,0,0,0,0,0,0,0,0,0,1,0
6678,0,0,0,0,0,0,0,0,0,0,1
694,0,0,0,0,0,0,0,0,0,1,0
84458,0,0,0,0,0,0,0,0,0,1,0
8701,0,0,0,0,0,0,0,0,0,0,1
9862,0,0,0,0,0,0,0,0,0,1,0
100313923,0,0,0,0,0,0,0,0,0,0,0
10062,0,0,0,0,0,0,0,0,0,0,1
1051,0,0,0,0,0,0,0,0,0,0,1
123,0,0,0,0,0,0,0,0,0,1,0
2149,0,0,0,0,0,0,0,0,0,0,1
26291,0,0,0,0,0,1,0,0,0,0,0
284111,0,0,0,0,0,0,0,0,0,0,0
3032,0,0,0,0,0,0,0,0,0,0,1
3087,0,0,0,0,0,0,0,0,0,0,1
338,0,0,0,0,0,0,0,0,0,0,1
3949,0,0,0,0,0,0,0,0,0,0,1
406924,0,0,0,0,0,0,0,0,0,0,0
406931,0,0,0,0,0,0,0,0,0,0,0
406942,0,0,0,0,0,0,0,0,0,0,0
406946,0,0,0,0,0,0,0,0,0,0,0
406952,0,0,0,0,0,0,0,0,0,0,0
406959,0,0,0,0,0,0,0,0,0,0,0
406974,0,0,0,0,0,0,0,0,0,0,0
4143,0,0,0,0,0,0,0,0,0,0,1
442892,0,0,0,0,0,0,0,0,0,0,0
4547,0,0,0,0,0,0,0,0,0,0,0
494333,0,0,0,0,0,0,0,0,0,0,0
51547,0,0,0,0,0,0,0,0,0,0,0
5467,0,0,0,0,0,0,0,0,0,0,1
574434,0,0,0,0,0,0,0,0,0,0,0
574506,0,0,0,1,0,0,0,0,0,0,0
5757,0,0,0,0,0,0,0,0,0,0,0
6514,0,0,0,0,0,0,0,0,0,0,1
664617,0,0,0,0,0,0,0,0,0,0,0
7494,0,0,0,0,0,0,0,0,0,1,0
3587,0,0,0,0,0,0,1,0,0,0,0
387582,0,0,0,0,0,0,0,0,0,0,0
10309,0,0,0,0,0,0,0,0,0,0,0
115948,0,0,0,0,0,0,0,0,0,0,0
123872,0,0,0,0,0,0,0,0,0,0,0
161582,0,0,0,0,0,0,0,0,0,0,0
1767,1,0,0,0,0,0,0,0,0,0,0
221421,0,0,0,0,0,0,0,0,0,0,0
23639,0,0,0,0,0,0,0,0,0,0,0
25981,0,0,0,0,0,0,0,0,0,0,0
27019,0,0,0,0,0,0,0,0,0,0,0
345643,0,0,0,0,0,0,0,0,0,0,0
345895,0,0,0,0,0,0,0,0,0,0,0
352909,0,0,0,0,0,0,0,0,0,0,0
388389,0,0,0,0,0,0,0,0,0,0,0
51364,0,0,0,0,0,0,0,0,0,0,0
54768,0,0,0,0,0,0,0,0,0,0,0
55036,0,0,0,0,0,0,0,0,0,0,0
55130,0,0,0,0,0,0,0,0,0,0,0
55172,0,0,0,0,0,0,0,0,0,0,0
56683,0,0,0,0,0,0,0,0,0,0,0
64446,0,0,0,0,0,0,0,0,0,0,0
6674,0,0,0,0,0,0,0,0,0,0,0
83544,0,0,0,0,0,0,0,0,0,0,0
83861,0,0,0,0,0,0,0,0,0,0,0
85478,0,0,0,0,0,0,0,0,0,0,0
89765,0,0,0,0,0,0,0,0,0,0,0
92749,0,0,0,0,0,0,0,0,0,0,0
93233,0,0,0,0,0,0,0,0,0,0,0
101929054,0,0,0,0,0,0,0,0,0,0,0
102724068,0,0,0,0,0,0,0,0,0,0,0
108,1,0,0,0,0,0,0,0,0,0,0
10814,0,0,0,0,0,0,0,0,0,0,0
10815,0,0,0,0,0,0,0,0,0,0,0
1109,0,0,0,0,0,0,0,0,0,0,0
11320,0,0,0,0,0,0,0,0,0,0,0
132160,0,0,0,0,0,0,0,0,0,0,0
1463,0,0,0,0,0,0,0,0,0,1,0
149465,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0
160851,0,0,0,0,0,0,0,0,0,0,0
167681,0,0,0,0,0,0,0,0,0,0,0
1812,0,0,0,0,0,0,0,0,1,0,0
1816,0,0,0,0,0,0,0,0,0,0,0
22854,0,0,0,0,0,0,0,0,0,0,0
23383,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0
26011,0,0,0,0,0,1,0,0,0,0,0
27074,0,0,0,0,0,0,0,0,0,0,0
285375,0,0,0,0,0,0,0,0,0,0,0
287015,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,1,0,0
2931,0,0,0,0,0,0,0,0,0,0,0
3356,0,0,0,0,0,0,0,0,0,0,1
341880,0,0,0,0,0,0,0,0,0,0,0
3697,0,0,0,0,0,0,0,0,0,1,0
3702,0,0,0,0,0,0,1,0,0,0,0
51196,0,0,0,0,0,0,0,0,0,0,1
5142,0,0,0,0,0,0,0,0,0,0,1
55304,0,0,0,0,0,0,0,0,0,0,0
5649,0,0,0,0,0,0,0,0,1,0,0
5816,0,0,0,0,0,0,0,0,0,1,0
6258,0,0,0,0,0,0,0,1,0,0,0
627,0,0,0,0,0,0,0,0,0,0,1
6285,0,0,0,0,0,0,0,1,0,0,0
6526,0,0,0,0,0,0,0,0,0,1,0
6616,0,0,0,0,0,1,0,0,0,0,0
6671,0,0,0,0,0,0,0,0,0,0,0
6869,0,0,0,0,0,0,0,1,0,0,0
6934,0,0,0,0,0,0,0,0,0,0,1
7091,0,0,0,0,0,0,0,1,0,0,0
7222,0,0,0,0,0,0,0,1,0,0,0
7226,0,0,0,0,0,0,0,0,0,0,0
7252,0,0,0,0,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0,0,0,0
79703,0,0,0,0,0,0,0,0,0,0,0
79772,0,0,0,0,0,0,0,0,0,0,0
81562,0,0,0,0,0,0,0,0,0,1,0
84628,0,0,0,0,0,0,0,0,0,0,0
84952,0,0,0,0,0,0,0,0,0,0,0
8650,0,0,0,0,0,0,0,0,0,0,0
8722,0,0,0,0,0,0,0,0,0,0,0
994,0,0,0,0,0,0,0,0,0,0,0
100,0,0,1,0,0,0,0,0,0,0,0
100187724,0,0,0,0,0,0,0,0,0,0,0
100188314,0,0,0,0,0,0,0,0,0,0,0
100188317,0,0,0,0,0,0,0,0,0,0,0
100188816,0,0,0,0,0,0,0,0,0,0,0
100188820,0,0,0,0,0,0,0,0,0,0,0
100188832,0,0,0,0,0,0,0,0,0,0,0
1007,0,0,0,0,0,0,0,0,0,0,0
1008,0,0,0,0,0,0,0,0,0,0,0
101928890,0,0,0,0,0,0,0,0,0,0,0
10771,0,0,0,0,0,0,0,0,0,0,0
11141,0,0,0,0,0,0,0,0,0,0,1
11281,0,0,0,0,0,0,0,0,0,0,1
1137,0,0,0,0,0,0,0,0,1,0,0
116442,0,0,0,0,0,0,0,0,1,0,0
116987,0,0,0,0,0,0,0,0,0,0,0
117583,0,0,0,0,0,0,0,0,0,0,0
121278,0,0,0,0,0,0,0,0,0,0,0
139411,0,0,0,0,0,0,0,0,0,0,0
151556,0,0,0,0,0,0,0,0,0,0,0
152330,0,0,0,0,0,0,0,0,0,0,0
152789,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0
1600,0,0,0,0,0,0,0,0,0,0,0
1610,0,0,0,0,0,0,0,0,1,0,0
170572,0,0,0,0,0,0,0,0,0,0,0
1717,0,0,0,1,0,0,0,0,0,0,0
1745,0,0,0,0,0,0,0,0,0,0,0
1746,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0
1814,0,0,0,0,0,0,0,0,1,0,0
192683,0,0,0,0,0,0,0,0,0,0,0
1959,0,0,0,0,0,0,0,1,0,0,0
200150,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0
205428,0,0,0,0,0,0,0,0,0,0,0
2131,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,1,0
221035,0,0,0,0,1,0,0,0,0,0,0
22871,0,0,0,0,0,0,0,0,1,0,0
22941,0,0,0,0,0,1,0,0,0,0,0
22999,0,0,0,0,0,0,0,0,0,0,0
23078,0,0,0,0,0,0,0,0,0,0,0
23178,0,0,0,0,0,0,0,0,1,0,0
2332,0,0,0,0,0,0,0,0,0,0,0
23394,0,0,0,0,0,0,0,0,0,1,0
23705,0,0,0,0,0,0,0,0,0,1,0
2550,0,0,0,0,0,0,0,0,0,0,0
2555,0,0,0,0,0,0,0,0,0,0,0
2556,0,0,0,0,0,0,0,0,0,0,0
2557,0,0,0,0,0,1,0,0,0,0,0
2558,0,0,0,0,0,0,0,0,0,0,0
2571,0,0,0,0,0,0,0,0,1,0,0
26047,0,0,0,0,0,0,0,0,0,0,1
26056,0,0,0,0,0,0,0,0,0,0,0
26470,0,0,0,0,0,0,0,0,0,0,0
26960,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,1,0,0,0,0,0,0
27044,0,0,0,0,0,0,0,0,0,0,0
27185,0,0,0,0,0,0,0,0,0,0,0
27347,0,0,0,0,0,0,0,1,0,0,0
2739,0,0,0,0,0,0,0,0,0,1,0
