,diseased
337966,0
26999,0
818077,0
4038,0
56302,0
9541,0
10100,0
442247,0
851607,0
56704,0
57763,0
79641,0
6159,0
57142,0
23645,0
79863,0
643008,0
9813,0
51412,0
10105,0
10469,0
79020,0
7059,0
26052,0
51550,0
83732,0
11179,0
80179,0
79035,0
209584,0
79173,0
55217,0
79577,0
80705,0
128989,0
54539,0
10632,0
4509,0
73422,0
55094,0
284391,0
56061,0
9625,0
10165,0
348093,0
5433,0
51585,0
54476,0
3501,0
4717,0
117246,0
10529,0
10134,0
9260,0
22809,0
10794,0
9587,0
7402,0
24253,0
81789,0
53371,0
6607,0
8491,0
66413,0
1060,0
29937,0
9063,0
3765,0
55131,0
55854,0
10061,0
156110,0
9811,0
3930,0
9716,0
29925,0
71702,0
65095,0
22823,0
6839,0
4302,0
6625,0
10885,0
51533,0
5833,0
855363,0
112574,0
838,0
9698,0
220359,0
1641,0
10942,0
8999,0
23172,0
57215,0
55337,0
22376,0
29274,0
20218,0
1101,0
55924,0
7257,0
8368,0
388372,0
10541,0
9043,0
285598,0
6949,0
5884,0
117177,0
5119,0
4103,0
25489,0
55174,0
269966,0
4920,0
81631,0
11016,0
1386,0
55723,0
6169,0
57798,0
7681,0
55308,0
374659,0
9125,0
373073,0
8535,0
321,0
390637,0
23286,0
55290,0
113026,0
89869,0
7029,0
2319,0
5355,0
245902,0
7159,0
5939,0
8788,0
100128588,0
94239,0
10715,0
50649,0
192670,0
51258,0
28986,0
23429,0
80314,0
222194,0
10093,0
55127,0
17355,0
905,0
10291,0
83443,0
66352,0
55346,0
5316,0
22848,0
54925,0
352954,0
26512,0
5441,0
79074,0
19052,0
84858,0
11083,0
9592,0
317749,0
1762,0
10554,0
56937,0
10807,0
64396,0
9830,0
124790,0
55906,0
79036,0
51388,0
17187,0
1373,0
337968,0
51386,0
63931,0
813,0
22824,0
283349,0
599,0
226977,0
11224,0
7388,0
842058,0
2975,0
3337,0
2017,0
50808,0
222229,0
143662,0
83417,0
22885,0
1595,0
22601,0
22099,0
54958,0
1491,0
2669,0
4173,0
85294,0
136051,0
11122,0
1470,0
7095,0
148581,0
3921,0
6857,0
402055,0
51166,0
51193,0
57621,0
5883,0
10445,0
4798,0
55362,0
55283,0
220717,0
6419,0
10567,0
84536,0
23612,0
5303,0
84689,0
113452,0
140597,0
84232,0
653240,0
2219,0
3151,0
157378,0
27430,0
75608,0
51069,0
57144,0
4069,0
219854,0
6431,0
146705,0
59271,0
55624,0
64772,0
85439,0
55576,0
23647,0
56259,0
18749,0
26127,0
56926,0
51429,0
5698,0
246329,0
339834,0
74493,0
9196,0
55611,0
55631,0
84245,0
4294,0
7942,0
23166,0
12261,0
10845,0
8987,0
10811,0
124739,0
23551,0
84108,0
322,0
147746,0
4957,0
26886,0
84967,0
57567,0
6675,0
9262,0
8483,0
23481,0
997,0
97064,0
57498,0
307548,0
79908,0
55254,0
26973,0
22826,0
10640,0
107242,0
55662,0
57182,0
57578,0
2339,0
83983,0
29890,0
3514,0
8402,0
56334,0
7044,0
116173,0
51043,0
4621,0
113961,0
221656,0
1781,0
55718,0
17127,0
22870,0
9100,0
281370,0
79665,0
26532,0
23580,0
19346,0
23189,0
20128,0
55704,0
5641,0
84942,0
4113,0
79727,0
23185,0
8239,0
5691,0
100134938,0
51397,0
6945,0
84063,0
94005,0
8419,0
140909,0
114932,0
8682,0
21423,0
3055,0
9693,0
554313,0
10251,0
3145,0
83902,0
29090,0
26267,0
3892,0
57534,0
993,0
1121,0
57695,0
26469,0
81851,0
55353,0
83759,0
961,0
163183,0
7702,0
23353,0
51319,0
60673,0
10755,0
9276,0
57038,0
127829,0
25524,0
55964,0
10523,0
2800,0
10095,0
81627,0
84284,0
54353,0
6048,0
64755,0
5351,0
22003,0
80305,0
26523,0
1122,0
5606,0
8694,0
6627,0
10421,0
29088,0
55168,0
83933,0
7469,0
25562,0
142686,0
5514,0
214444,0
4012,0
84188,0
84941,0
22850,0
84152,0
8794,0
100505385,0
10270,0
222,0
1047,0
54764,0
94121,0
83755,0
440023,0
7013,0
10130,0
54800,0
124923,0
51247,0
402381,0
55026,0
25801,0
22863,0
11274,0
8780,0
57730,0
56913,0
4776,0
348174,0
27076,0
9772,0
320271,0
5211,0
121457,0
64930,0
5542,0
84612,0
7392,0
22828,0
25771,0
64746,0
55324,0
8479,0
4715,0
55715,0
55726,0
25896,0
116540,0
1466,0
130574,0
253558,0
9675,0
8751,0
886,0
94234,0
7750,0
5063,0
4849,0
854872,0
90411,0
7098,0
5264,0
4676,0
9879,0
23403,0
84984,0
13835,0
11064,0
388951,0
27301,0
3221,0
1196,0
79882,0
1791,0
116092,0
17191,0
23338,0
54520,0
127343,0
125115,0
320714,0
951475,0
85235,0
138311,0
1163,0
285636,0
147650,0
147015,0
6726,0
84304,0
148156,0
215819,0
23704,0
10155,0
3009,0
50626,0
138429,0
3959,0
28976,0
63894,0
8533,0
1478,0
54760,0
126,0
57659,0
9721,0
8539,0
8721,0
54971,0
196472,0
72415,0
10402,0
269582,0
8711,0
64426,0
131583,0
57443,0
340527,0
6232,0
51617,0
23380,0
79184,0
10018,0
147945,0
151963,0
79673,0
51157,0
10009,0
54708,0
23678,0
310836,0
290447,0
28981,0
56912,0
85287,0
1852,0
285367,0
84312,0
3886,0
154881,0
58155,0
10193,0
51,0
22905,0
401541,0
337972,0
6397,0
10202,0
11267,0
268,0
84288,0
115950,0
10190,0
79598,0
3783684,0
55224,0
3096,0
55365,0
10769,0
55684,0
80174,0
6451,0
23253,0
6629,0
105787,0
29982,0
25895,0
7381,0
820,0
7006,0
92609,0
94186,0
9296,0
8125,0
130,0
79767,0
16554,0
79670,0
372,0
28987,0
83451,0
2300,0
3344,0
5989,0
51009,0
23344,0
133686,0
114625,0
118471,0
40958,0
53340,0
4772,0
337882,0
219541,0
22936,0
23225,0
51053,0
83547,0
1983,0
55040,0
65993,0
506,0
51599,0
84440,0
113457,0
26064,0
6638,0
53,0
80237,0
55787,0
4205,0
29883,0
51003,0
84168,0
152992,0
35,0
55257,0
2892,0
139067,0
3813,0
5493,0
76843,0
7374,0
53598,0
9994,0
23408,0
7317,0
152663,0
22818,0
1487,0
56344,0
6050,0
8676,0
100132565,0
51010,0
23016,0
25936,0
9141,0
94081,0
64976,0
2051,0
51023,0
22858,0
339799,0
158506,0
353323,0
6167,0
199834,0
10465,0
79447,0
6734,0
51734,0
23433,0
91392,0
163,0
221496,0
114825,0
8731,0
23633,0
4052,0
28977,0
4528,0
1797,0
23511,0
284521,0
65265,0
51567,0
398,0
645455,0
5585,0
5297,0
8737,0
151613,0
11345,0
851736,0
125150,0
2963,0
9150,0
79176,0
90827,0
3857,0
9694,0
55231,0
6249,0
10428,0
1439,0
4056,0
55041,0
81490,0
286499,0
64432,0
10360,0
2683,0
80108,0
55588,0
548596,0
74470,0
60493,0
112609,0
5439,0
10302,0
3563,0
55110,0
196513,0
8424,0
54534,0
140938,0
55022,0
25827,0
5199,0
22908,0
54960,0
22889,0
7071,0
57335,0
55076,0
26206,0
284312,0
9344,0
6835,0
57602,0
27037,0
10169,0
51545,0
63898,0
4350,0
9960,0
5313,0
10890,0
92170,0
157697,0
17222,0
57587,0
64129,0
51122,0
23029,0
7156,0
3419,0
54644,0
727957,0
282335,0
10120,0
23608,0
222166,0
8995,0
8784,0
54957,0
379,0
7867,0
23223,0
26985,0
8498,0
391356,0
4637,0
3938,0
4759,0
73804,0
58524,0
11920,0
23190,0
9354,0
8344,0
8458,0
4931,0
404636,0
20826,0
10494,0
84271,0
10332,0
5217,0
22927,0
164312,0
4331,0
2967,0
10621,0
21951,0
67490,0
114984,0
8687,0
140807,0
80232,0
64783,0
26528,0
196528,0
158405,0
733,0
3305,0
92736,0
23787,0
55226,0
5814,0
10730,0
51726,0
55139,0
10053,0
54532,0
100328572,0
116461,0
9761,0
5575,0
7565,0
284996,0
84294,0
8471,0
4342,0
6002,0
10054,0
10726,0
55173,0
13627,0
1615,0
9147,0
4999,0
9114,0
381644,0
90480,0
56420,0
4100,0
84969,0
440051,0
9411,0
255626,0
8970,0
5411,0
60625,0
64776,0
375567,0
4731,0
8892,0
68581,0
402643,0
10277,0
84905,0
11325,0
10200,0
8666,0
84616,0
147804,0
286343,0
51070,0
57703,0
162333,0
853973,0
16709,0
8971,0
26130,0
376267,0
9656,0
283576,0
51562,0
5764,0
148066,0
208768,0
23348,0
2181,0
79968,0
1999,0
337880,0
22872,0
10427,0
10254,0
64395,0
84256,0
9170,0
140901,0
237459,0
9373,0
84167,0
60491,0
118881,0
10901,0
403,0
54517,0
8672,0
57541,0
19386,0
10213,0
29956,0
10283,0
79959,0
10572,0
29105,0
51504,0
55322,0
1337,0
7384,0
2491,0
51773,0
67465,0
79876,0
2994,0
51643,0
27132,0
283303,0
5226,0
20227,0
9779,0
3623,0
3625,0
10472,0
353133,0
2873,0
7629,0
51128,0
170506,0
100356064,0
10787,0
11031,0
8649,0
54331,0
26275,0
5547,0
100526836,0
856862,0
23558,0
8356,0
23177,0
65003,0
79839,0
6907,0
3386,0
51560,0
56478,0
1102,0
7923,0
389677,0
11518,0
7259,0
142689,0
154664,0
854889,0
353132,0
692089,0
60626,0
64219,0
908,0
83747,0
493861,0
348110,0
215387,0
121599,0
51121,0
56852,0
55327,0
8896,0
9381,0
5684,0
25820,0
162427,0
7905,0
7106,0
8646,0
7073,0
55466,0
29991,0
653404,0
203328,0
50489,0
55593,0
4820,0
79811,0
79871,0
54438,0
60509,0
53972,0
152189,0
9736,0
57129,0
57655,0
51150,0
8526,0
98,0
58487,0
10688,0
9092,0
4130,0
55011,0
23299,0
5669,0
80308,0
23624,0
80856,0
5570,0
140902,0
51100,0
4919,0
50619,0
445,0
126069,0
51373,0
100359600,0
1977,0
11212,0
7187,0
29760,0
388512,0
5780,0
55388,0
10844,0
55142,0
54930,0
70470,0
5001,0
112858,0
129831,0
55143,0
51066,0
9372,0
55907,0
7126,0
13194,0
222698,0
8475,0
54709,0
26271,0
25921,0
84872,0
2785,0
2790,0
91949,0
7448,0
91452,0
54343,0
8417,0
51026,0
55536,0
6156,0
26505,0
83896,0
56605,0
57552,0
64773,0
10475,0
80331,0
7832,0
9807,0
80153,0
26931,0
200523,0
55527,0
50754,0
64764,0
9729,0
153657,0
4109,0
8910,0
56505,0
84329,0
280717,0
65983,0
110809,0
154075,0
192111,0
4802,0
222484,0
85007,0
167227,0
28990,0
51295,0
85369,0
27124,0
16765,0
5584,0
13859,0
11337,0
23208,0
11017,0
227197,0
54386,0
6672,0
5431,0
79677,0
667,0
65062,0
339665,0
80864,0
4189,0
1130,0
57060,0
9796,0
24139,0
22796,0
84342,0
80975,0
127495,0
29941,0
51001,0
277,0
64975,0
729540,0
856154,0
22929,0
388646,0
84061,0
18518,0
23583,0
11075,0
55917,0
51637,0
3163,0
374882,0
8536,0
55860,0
57594,0
23467,0
4885,0
6523,0
2530,0
65986,0
20466,0
9047,0
10535,0
26063,0
162968,0
151903,0
29068,0
9266,0
79706,0
3362,0
23154,0
10379,0
26145,0
8192,0
4701,0
103573,0
9066,0
51065,0
23549,0
84680,0
545389,0
23466,0
51352,0
4900,0
121391,0
6744,0
29665,0
79720,0
23122,0
339229,0
246333,0
23397,0
5289,0
22859,0
653269,0
27287,0
408029,0
84950,0
154865,0
28996,0
26118,0
55266,0
57146,0
64901,0
8045,0
5304,0
79621,0
1039,0
5275,0
727956,0
7179,0
57161,0
89870,0
344387,0
80139,0
200424,0
732272,0
92675,0
51451,0
3805,0
51106,0
4833,0
160,0
25759,0
5005,0
8729,0
165918,0
23163,0
57664,0
5802,0
16571,0
1161,0
399693,0
69159,0
51686,0
116115,0
115106,0
220074,0
55681,0
51143,0
7265,0
56906,0
91445,0
57448,0
79159,0
124626,0
29855,0
23195,0
54675,0
1871,0
4605,0
57720,0
6339,0
7023,0
87178,0
171568,0
11128,0
23649,0
728071,0
1456,0
2287,0
9310,0
55223,0
128977,0
4692,0
57037,0
9704,0
26576,0
24851,0
23097,0
90864,0
340069,0
55749,0
29945,0
10749,0
9247,0
8520,0
5522,0
140858,0
26586,0
79609,0
51068,0
57132,0
3093,0
22888,0
3112,0
80218,0
84340,0
114757,0
10425,0
23479,0
118980,0
23093,0
4801,0
54499,0
114883,0
8907,0
84701,0
89958,0
81624,0
8473,0
26054,0
1801,0
26108,0
856607,0
26165,0
154313,0
388818,0
202151,0
113174,0
16440,0
51067,0
22884,0
3804,0
23567,0
643314,0
84313,0
51028,0
7264,0
122953,0
64770,0
23426,0
26060,0
1511,0
117283,0
11143,0
56891,0
6173,0
8546,0
3316,0
12462,0
64223,0
201501,0
55802,0
124637,0
71890,0
85364,0
8668,0
10975,0
3211,0
93380,0
54542,0
55661,0
8411,0
163126,0
57510,0
51225,0
79937,0
26502,0
5525,0
51116,0
27154,0
1748,0
2059,0
75991,0
57823,0
26232,0
4898,0
8565,0
100288797,0
6901,0
92906,0
100009225,0
7391,0
27349,0
113179,0
55227,0
81539,0
85025,0
51184,0
9441,0
1939,0
89941,0
91603,0
80028,0
90627,0
3601,0
2703458,0
5393,0
419,0
64925,0
100533105,0
10522,0
23971,0
1193,0
11159,0
23137,0
8359,0
60489,0
11257,0
10616,0
85437,0
9743,0
851789,0
59338,0
2959,0
142678,0
4356,0
10477,0
4281,0
84837,0
137964,0
81622,0
66642,0
84277,0
56424,0
2895,0
18596,0
9443,0
1263,0
10256,0
54475,0
23506,0
11151,0
51720,0
55314,0
79109,0
2631,0
2241,0
55191,0
19821,0
81812,0
26266,0
79956,0
27089,0
9014,0
55702,0
22895,0
54617,0
221504,0
5331,0
9778,0
11243,0
9478,0
5165,0
23527,0
67773,0
55683,0
856839,0
1589,0
8994,0
23130,0
850764,0
90507,0
10153,0
855584,0
10940,0
288516,0
7579,0
2731,0
13345,0
1981,0
9605,0
93166,0
51304,0
3709,0
117245,0
155060,0
27236,0
54700,0
4987,0
221785,0
22836,0
4094,0
51257,0
286410,0
9140,0
27297,0
553115,0
27033,0
81844,0
80344,0
10260,0
5455,0
7320,0
170384,0
154386,0
12055,0
26965,0
80777,0
28960,0
66661,0
79888,0
6878,0
55604,0
164153,0
85379,0
8839,0
80267,0
79989,0
163033,0
84460,0
2972,0
9329,0
83743,0
284451,0
43808,0
9337,0
5971,0
333932,0
23212,0
91408,0
221016,0
192166,0
9184,0
84944,0
30850,0
386674,0
80700,0
64098,0
52,0
11848,0
9586,0
127253,0
80304,0
55161,0
23039,0
11317,0
283556,0
114034,0
440145,0
23144,0
10682,0
255193,0
6819,0
7678,0
23160,0
64175,0
5338,0
9887,0
81846,0
10212,0
339390,0
64928,0
90993,0
1175,0
139322,0
57172,0
25876,0
7101,0
9921,0
60492,0
5407,0
9388,0
7844,0
889,0
81892,0
27248,0
64853,0
145483,0
388403,0
8612,0
79872,0
55199,0
3077449,0
64400,0
729830,0
2318,0
12914,0
114799,0
16562,0
377,0
196463,0
58490,0
4659,0
64860,0
5977,0
63908,0
283638,0
55336,0
8988,0
5090,0
9500,0
64204,0
6164,0
51096,0
5529,0
134492,0
165055,0
26273,0
80022,0
1662,0
8844,0
80228,0
2334,0
23014,0
8543,0
79441,0
2267,0
60560,0
8814,0
114990,0
85406,0
83930,0
401135,0
54502,0
5256,0
57097,0
64333,0
23143,0
10282,0
2592,0
850605,0
23094,0
2779,0
6004,0
114884,0
25791,0
989,0
23176,0
55157,0
5688,0
9144,0
29886,0
1854,0
10826,0
79022,0
140258,0
79803,0
851944,0
75767,0
25871,0
57544,0
104416,0
54922,0
7335,0
79009,0
55083,0
51647,0
2686,0
4884,0
139596,0
235542,0
256586,0
225745,0
7084,0
51586,0
1759,0
84934,0
79019,0
5526,0
5870,0
104831,0
254048,0
12340,0
253725,0
10768,0
10691,0
8399,0
9847,0
19373,0
79886,0
374403,0
112950,0
22887,0
55148,0
57644,0
79754,0
58511,0
9442,0
5365,0
10299,0
6713,0
7107,0
4832,0
79616,0
51602,0
84233,0
9208,0
11193,0
79828,0
339,0
6327,0
8317,0
333,0
5898,0
54874,0
29763,0
51703,0
151230,0
7290,0
114908,0
139231,0
8541,0
1743,0
1349,0
7716,0
3795,0
11773,0
7545,0
281719,0
1014,0
29074,0
80332,0
56637,0
54566,0
200895,0
9873,0
133383,0
2155,0
80097,0
10614,0
3018,0
5255,0
85365,0
7988,0
55969,0
84833,0
4735,0
9527,0
353134,0
64789,0
9670,0
80342,0
51072,0
390535,0
51185,0
139285,0
9167,0
1489079,0
8677,0
56997,0
55003,0
56886,0
211,0
79796,0
2199,0
54704,0
2042,0
124245,0
23268,0
215051,0
158798,0
9915,0
28511,0
29058,0
2009,0
56006,0
353497,0
153684,0
51390,0
56943,0
142679,0
728774,0
64921,0
17886,0
132884,0
29974,0
113730,0
91283,0
10645,0
123169,0
236930,0
5360,0
7368,0
440552,0
84289,0
6406,0
984,0
441518,0
54867,0
18759,0
692204,0
6646,0
11079,0
1054,0
10196,0
84766,0
3742,0
23272,0
10350,0
9191,0
81576,0
137209,0
1809,0
58484,0
54780,0
6617,0
9290,0
9818,0
222696,0
9495,0
83666,0
54881,0
124512,0
100505793,0
4007,0
64763,0
3675,0
27,0
91748,0
9532,0
5309,0
29993,0
2107,0
7247,0
55284,0
8346,0
8079,0
5908,0
9252,0
21812,0
79602,0
80233,0
29844,0
67241,0
7286,0
10092,0
2540977,0
135892,0
79050,0
401296,0
4622,0
5414,0
10181,0
146330,0
23324,0
4836,0
55752,0
52563,0
89777,0
118924,0
55920,0
11144,0
255231,0
855849,0
56935,0
6708,0
57698,0
147409,0
1601,0
7572,0
7775,0
79960,0
64769,0
11104,0
285464,0
26094,0
642947,0
66863,0
5045,0
25879,0
79734,0
9107,0
9517,0
123283,0
56715,0
65244,0
26953,0
147179,0
19877,0
84893,0
151121,0
51256,0
9124,0
29098,0
59029,0
22893,0
254958,0
93145,0
8815,0
22890,0
6704,0
27252,0
12013,0
127254,0
22933,0
25782,0
3891,0
83463,0
56392,0
218811,0
164684,0
5596,0
55602,0
4725,0
401563,0
56267,0
9456,0
55234,0
5314,0
432,0
199675,0
57559,0
25862,0
57326,0
605,0
64216,0
13424,0
152098,0
233064,0
51490,0
11333,0
132660,0
84069,0
94,0
10802,0
3104,0
124590,0
75786,0
51606,0
100132476,0
9938,0
10570,0
9951,0
4705,0
161514,0
3208,0
7419,0
10456,0
344558,0
843182,0
11137,0
286262,0
92840,0
286204,0
353145,0
51200,0
8654,0
12417,0
65260,0
3142,0
78988,0
18222,0
11160,0
56005,0
83988,0
18000,0
19046,0
285971,0
9674,0
89890,0
90379,0
91703,0
7975,0
57473,0
27042,0
10818,0
84699,0
5364,0
55585,0
9578,0
8364,0
1155,0
57563,0
1874,0
10687,0
146540,0
254394,0
729440,0
253128,0
54677,0
74549,0
23355,0
54954,0
9783,0
851273,0
8324,0
80013,0
51111,0
22978,0
79637,0
390792,0
128488,0
9810,0
54888,0
387856,0
140836,0
479,0
9804,0
6015,0
84295,0
9816,0
266812,0
65057,0
29920,0
219072,0
76614,0
8653,0
9111,0
28972,0
112464,0
51141,0
7360,0
2712,0
10553,0
64083,0
1503,0
9202,0
55698,0
140730,0
64174,0
234857,0
6942,0
4107,0
340542,0
348807,0
57506,0
51535,0
8706,0
84659,0
116870,0
81929,0
2314,0
12700,0
5700,0
79664,0
124220,0
9815,0
57180,0
343069,0
9530,0
79183,0
22839,0
27351,0
5864,0
93646,0
80230,0
56829,0
64927,0
49855,0
228421,0
64397,0
100090,0
54039,0
79065,0
23584,0
205860,0
910,0
50780,0
285203,0
76044,0
56339,0
80069,0
60559,0
9570,0
51297,0
23452,0
19016,0
79697,0
70790,0
55035,0
91442,0
1468,0
55705,0
10846,0
326601,0
771,0
15204,0
23439,0
2220,0
100124696,0
51332,0
100534599,0
54931,0
115353,0
10221,0
353174,0
91289,0
147199,0
51172,0
51102,0
80823,0
25923,0
29035,0
284427,0
10447,0
3598,0
2582,0
5671,0
72654,0
284252,0
3887,0
644943,0
83892,0
5753,0
15185,0
741,0
6697,0
228140,0
23019,0
54810,0
59074,0
37,0
100533195,0
8634,0
67474,0
79649,0
55612,0
51119,0
227613,0
9841,0
57693,0
2326,0
54440,0
3223,0
8370,0
10114,0
18046,0
51493,0
79073,0
4102,0
92345,0
67454,0
56218,0
5426,0
18472,0
91746,0
7375,0
93099,0
22994,0
25853,0
19060,0
168433,0
1727,0
24061,0
256536,0
55521,0
27341,0
140809,0
22989,0
54996,0
722,0
396829,0
59287,0
7589,0
199990,0
3916,0
97243,0
23304,0
56354,0
64320,0
5163,0
68092,0
10602,0
4863,0
6892,0
51663,0
51307,0
9737,0
20655,0
54558,0
753,0
129868,0
8812,0
116841,0
286827,0
730211,0
5983,0
56986,0
80312,0
64062,0
11332,0
6301,0
2108,0
9867,0
10331,0
84310,0
3839,0
5725,0
134553,0
79443,0
814,0
130560,0
9352,0
208263,0
126070,0
84641,0
55233,0
26517,0
267004,0
3241,0
5955,0
10382,0
84210,0
6093,0
4643,0
109676,0
11063,0
23475,0
84272,0
113829,0
3131,0
169981,0
2239,0
83897,0
6990,0
150590,0
2742,0
84319,0
10681,0
8669,0
26468,0
164592,0
8330,0
435,0
493829,0
80318,0
23438,0
17979,0
83852,0
79760,0
79833,0
2159,0
5269,0
154754,0
79735,0
6424,0
2104,0
386676,0
1944,0
23053,0
25831,0
114716,0
9730,0
117286,0
2569,0
92,0
2658,0
27315,0
8506,0
51635,0
23764,0
5324,0
151987,0
347517,0
55166,0
128,0
22803,0
10121,0
8170,0
339487,0
26589,0
4131,0
5711,0
11154,0
5653,0
2743,0
115098,0
27293,0
130535,0
54840,0
339967,0
1627,0
79003,0
66700,0
55818,0
22984,0
151648,0
124,0
866,0
20595,0
729991,0
152815,0
55364,0
27163,0
220323,0
74107,0
10020,0
55653,0
80725,0
79948,0
126626,0
576,0
57545,0
3980,0
100502766,0
6736,0
13395,0
54819,0
3017,0
54967,0
275,0
6383,0
25980,0
84138,0
6767,0
7142,0
23048,0
5900,0
218035,0
79135,0
3716,0
1370,0
162,0
4357,0
55339,0
90135,0
84316,0
84902,0
12864,0
3311,0
55711,0
54751,0
16589,0
80207,0
55170,0
4298,0
6737,0
29796,0
4708,0
56882,0
389812,0
216869,0
252969,0
7069,0
339976,0
56957,0
27338,0
440163,0
5863,0
90594,0
51315,0
10444,0
26926,0
30849,0
84026,0
12166,0
9023,0
11015,0
79096,0
11080,0
9172,0
202243,0
26100,0
10603,0
56338,0
374355,0
8455,0
94122,0
56648,0
55293,0
27183,0
84930,0
23786,0
442038,0
29123,0
9791,0
5662,0
378708,0
6192,0
55850,0
7752,0
176574,0
6922,0
26951,0
140456,0
17149,0
117143,0
376497,0
84803,0
55236,0
25926,0
100507537,0
134218,0
25875,0
219333,0
18507,0
64792,0
118472,0
10627,0
71228,0
23255,0
9077,0
79269,0
29927,0
57147,0
27095,0
81520,0
85293,0
26258,0
378951,0
54504,0
8574,0
2268,0
15194,0
84992,0
112936,0
80143,0
196740,0
54763,0
1069,0
23287,0
29903,0
3013,0
7738,0
50,0
60485,0
5650,0
7728,0
4253,0
259279,0
26093,0
20877,0
6476,0
381319,0
41491,0
387266,0
91419,0
714,0
8534,0
140594,0
8408,0
1795,0
389151,0
2117,0
84146,0
55071,0
9937,0
84812,0
9790,0
285989,0
51540,0
9653,0
729873,0
54788,0
4983,0
23834,0
12009,0
79873,0
51380,0
1159,0
25874,0
81873,0
8505,0
74322,0
259282,0
59269,0
7727,0
10385,0
5778,0
851768,0
163786,0
51706,0
4091,0
55571,0
10042,0
54814,0
23594,0
25904,0
29877,0
25864,0
30,0
146310,0
123722,0
55773,0
143471,0
24596,0
10001,0
6452,0
152940,0
904,0
6723,0
2647,0
8294,0
8968,0
83541,0
54876,0
221154,0
11145,0
4045,0
29992,0
90522,0
6846,0
43944,0
57685,0
126695,0
441376,0
9550,0
83450,0
64852,0
255488,0
54606,0
2049,0
55213,0
51013,0
64848,0
105439,0
51760,0
6066,0
64841,0
250,0
80707,0
29924,0
10590,0
5261,0
100130932,0
84623,0
71711,0
2039,0
8443,0
124997,0
51109,0
116362,0
8337,0
59345,0
79648,0
76499,0
29817,0
1289,0
117157,0
79095,0
4034,0
29789,0
9342,0
71732,0
26415,0
8602,0
28956,0
10972,0
440574,0
2235,0
11169,0
51107,0
79038,0
852250,0
125950,0
54884,0
1411,0
25929,0
84265,0
27097,0
128853,0
25996,0
51246,0
148281,0
8567,0
29100,0
100144435,0
9546,0
5009,0
78593,0
400629,0
84626,0
81545,0
54466,0
5129,0
84081,0
84444,0
23566,0
23897,0
387521,0
10098,0
91612,0
170392,0
826987,0
22192,0
153443,0
80155,0
84301,0
134549,0
64754,0
728642,0
15228,0
55805,0
51475,0
55291,0
55728,0
84296,0
8076,0
150421,0
93687,0
4488,0
1525,0
10400,0
23761,0
92922,0
80185,0
197257,0
57599,0
4619,0
51002,0
611,0
353189,0
55693,0
3751,0
2207,0
665,0
98758,0
8891,0
8367,0
8340,0
350,0
54939,0
9814,0
80006,0
57862,0
7798,0
202459,0
5132,0
84706,0
1716,0
83548,0
1477,0
56341,0
654483,0
29904,0
8872,0
1267,0
4140,0
527,0
83667,0
80124,0
116983,0
6407,0
64926,0
220441,0
140576,0
252839,0
252884,0
6642,0
23070,0
399979,0
100532737,0
4952,0
84688,0
7695,0
4661,0
56896,0
615087,0
26272,0
644019,0
7008,0
9991,0
5464,0
130827,0
84324,0
136647,0
203547,0
54882,0
9982,0
6150,0
11977,0
196541,0
24831,0
119504,0
92979,0
6650,0
440689,0
85015,0
29766,0
54859,0
851549,0
55814,0
9572,0
8394,0
60365,0
55766,0
6576,0
9852,0
109181,0
7703,0
10225,0
27018,0
64778,0
1628,0
440176,0
653121,0
192159,0
118426,0
51441,0
57799,0
8348,0
56124,0
83695,0
1735,0
84148,0
84332,0
54718,0
728577,0
32225,0
57592,0
22949,0
6594,0
402117,0
11282,0
10276,0
50997,0
30851,0
84124,0
92999,0
950,0
3299,0
6197,0
8862,0
10652,0
55668,0
129401,0
391002,0
55837,0
6263,0
197407,0
8733,0
149428,0
84173,0
151516,0
22877,0
93649,0
6785,0
3083,0
55655,0
66037,0
100009298,0
84240,0
67665,0
3821,0
27302,0
56469,0
4704,0
5422,0
9182,0
51074,0
17279,0
23510,0
10907,0
55671,0
529,0
56436,0
55632,0
7940,0
5270,0
58538,0
64398,0
9044,0
202333,0
84617,0
126353,0
2987,0
51517,0
26024,0
23313,0
21429,0
80789,0
7088,0
89882,0
89780,0
116224,0
91694,0
80168,0
283458,0
113115,0
53323,0
7188,0
9884,0
24598,0
152206,0
5822,0
90293,0
55958,0
125170,0
2561,0
1643,0
84095,0
9797,0
55893,0
55810,0
388774,0
317772,0
1984,0
7310,0
387849,0
155459,0
8664,0
199692,0
533,0
8800,0
51024,0
9360,0
21402,0
22992,0
9913,0
54997,0
55341,0
55005,0
158297,0
8446,0
7301,0
55152,0
8331,0
6717,0
235626,0
261734,0
388633,0
403313,0
253012,0
899,0
199223,0
89884,0
9918,0
17698,0
56963,0
124801,0
56001,0
9905,0
54857,0
19047,0
131076,0
8880,0
50848,0
18412,0
388407,0
10298,0
67561,0
23595,0
51495,0
81888,0
116843,0
5379,0
10409,0
1046,0
81932,0
168850,0
55015,0
221960,0
6029,0
6747,0
5927,0
2664,0
64718,0
58515,0
64795,0
9658,0
123355,0
84179,0
124944,0
256329,0
406836,0
387332,0
57482,0
389541,0
79075,0
348013,0
89782,0
2542393,0
84085,0
10849,0
4289,0
93973,0
851811,0
55296,0
80709,0
284418,0
84520,0
51438,0
128344,0
3133,0
5149,0
6760,0
83855,0
25814,0
53354,0
1539,0
219927,0
4037,0
55794,0
340204,0
55270,0
79365,0
85289,0
4752,0
9274,0
11311,0
2861,0
