id,role_0,role_1,role_2,role_3,role_4
8989,1,55,0,0,0
53630,1,87,0,0,0
80316,2,603,0,1,0
23514,1,125,0,0,0
1490001,4,2684,3,3,0
24205,1,38,0,0,0
54484,1,76,0,0,0
57338,5,1252,9,1,0
80032,3,2573,2,1,0
24400,2,373,1,0,0
80740,1,234,0,0,0
68097,1,387,0,0,0
299625,1,247,0,0,0
114785,7,2390,21,0,0
850843,1,1644,0,0,0
280756,1,5,0,0,0
30052,1,521,0,0,0
57575,3,543,1,2,0
683,3,328,3,0,0
401024,1,6,0,0,0
414061,2,1183,0,1,0
856766,1,1644,0,0,0
64478,3,295,3,0,0
1618,5,293,6,4,0
79663,6,465,15,0,0
51372,3,2343,3,0,0
55000,4,314,6,0,0
851771,1,1644,0,0,0
11796,1,57,0,0,0
192254,8,485,28,0,0
853463,2,1684,1,0,0
362598,1,41,0,0,0
51062,3,2085,2,1,0
55908,1,84,0,0,0
108071,1,96,0,0,0
93408,3,2587,2,1,0
80154,2,239,1,0,0
197258,4,129,6,0,0
55258,2,254,1,0,0
9543,1,47,0,0,0
3699,6,742,15,0,0
114789,4,1764,5,1,0
57441,4,405,1,5,0
146542,3,720,3,0,0
300303,1,247,0,0,0
399355,1,308,0,0,0
690966,1,48,0,0,0
77980,1,521,0,0,0
28793,1,26,0,0,0
53822,7,658,20,1,0
398313,1,70,0,0,0
171350,1,321,0,0,0
643406,1,31,0,0,0
8875,1,85,0,0,0
854714,1,1644,0,0,0
113691,2,187,1,0,0
140699,1,2129,0,0,0
144125,1,49,0,0,0
19696,1,38,0,0,0
10877,2,348,1,0,0
26441,1,256,0,0,0
56892,1,1863,0,0,0
20430,1,521,0,0,0
50604,1,3,0,0,0
3783773,1,257,0,0,0
256815,1,22,0,0,0
66495,1,387,0,0,0
56356,1,521,0,0,0
220388,3,222,3,0,0
117155,1,2,0,0,0
84419,2,103,1,0,0
2019,3,697,3,0,0
171765,1,499,0,0,0
165530,1,300,0,0,0
79086,1,1863,0,0,0
339983,5,295,10,0,0
23541,2,453,1,0,0
116135,1,494,0,0,0
57758,1,1,0,0,0
854925,1,1644,0,0,0
337795,1,318,0,0,0
100527943,1,1150,0,0,0
855841,1,1644,0,0,0
10863,2,557,1,0,0
63953,1,318,0,0,0
855306,1,1644,0,0,0
29943,2,1691,0,1,0
474384,1,202,0,0,0
348825,1,2129,0,0,0
281080,1,44,0,0,0
4961464,7,1526,12,9,0
10123,3,2384,3,0,0
15388,1,76,0,0,0
114659,1,1863,0,0,0
151525,1,192,0,0,0
856321,1,1644,0,0,0
7480,5,135,10,0,0
283232,1,57,0,0,0
767874,2,96,1,0,0
80737,2,681,1,0,0
161835,3,2490,3,0,0
830290,1,262,0,0,0
71745,1,463,0,0,0
246778,2,9,0,1,0
856746,3,1697,3,0,0
110178,1,76,0,0,0
90019,1,458,0,0,0
167465,4,773,6,0,0
500985,2,307,1,0,0
84077,2,2178,1,0,0
60345,1,25,0,0,0
26417,1,19,0,0,0
126248,1,2129,0,0,0
201176,3,855,2,1,0
105689,3,131,2,1,0
856413,1,1644,0,0,0
836360,1,262,0,0,0
100287042,2,2327,1,0,0
855661,1,1644,0,0,0
2644,4,1947,6,0,0
27190,3,183,3,0,0
25798,4,92,6,0,0
64530,1,247,0,0,0
84622,2,764,1,0,0
230979,2,591,0,1,0
853573,1,1644,0,0,0
853585,1,1644,0,0,0
5806,9,189,27,9,0
4050,5,472,7,3,0
19255,5,276,10,0,0
14232,1,321,0,0,0
340990,1,1644,0,0,0
29489,2,612,1,0,0
85443,1,160,0,0,0
73710,1,25,0,0,0
79783,1,94,0,0,0
17494216,3,665,3,0,0
79041,4,403,6,0,0
9085,2,250,1,0,0
10930,1,13,0,0,0
28823,2,993,1,0,0
23015,2,523,1,0,0
854068,1,1644,0,0,0
381979,1,387,0,0,0
221241,1,86,0,0,0
79981,1,113,0,0,0
85417,2,3018,1,0,0
79442,1,60,0,0,0
3426,4,158,5,1,0
23625,2,1863,1,0,0
90226,4,14,6,0,0
282205,1,112,0,0,0
6940,4,764,5,1,0
26025,1,2129,0,0,0
392360,4,326,6,0,0
29118,2,404,1,0,0
11772,2,316,1,0,0
5967,4,2214,6,0,0
9409,6,1070,12,3,0
5244,3,143,3,0,0
148206,3,2011,3,0,0
229227,4,295,5,1,0
100294162,1,48,0,0,0
390502,1,282,0,0,0
64850,3,2350,3,0,0
26409,4,1228,2,4,0
854206,1,1644,0,0,0
114212,1,998,0,0,0
10886,3,19,2,1,0
374875,1,825,0,0,0
56145,1,376,0,0,0
90956,1,461,0,0,0
13175,1,521,0,0,0
488984,1,387,0,0,0
6369,1,19,0,0,0
9333,4,274,6,0,0
18508,4,554,2,4,0
9573,2,86,1,0,0
851336,1,1644,0,0,0
100337564,1,1644,0,0,0
265,0,0,0,0,0
84836,2,1064,0,1,0
389125,1,494,0,0,0
83694,1,897,0,0,0
499878,1,247,0,0,0
24240,2,30,1,0,0
17863,2,484,1,0,0
84253,1,1644,0,0,0
154089,1,170,0,0,0
193629,1,98,0,0,0
852403,1,1644,0,0,0
51104,2,200,1,0,0
445372,2,175,1,0,0
405754,1,2129,0,0,0
53333,1,387,0,0,0
818402,1,262,0,0,0
13206,2,36,1,0,0
31598,2,362,0,1,0
839419,1,262,0,0,0
150368,5,1423,3,7,0
66049,1,521,0,0,0
75717,4,802,5,1,0
153339,1,17,0,0,0
391833,1,695,0,0,0
970,2,1893,0,1,0
284185,4,1349,5,1,0
389690,3,174,3,0,0
120406,2,332,1,0,0
29985,3,421,3,0,0
100132163,1,1177,0,0,0
728318,1,915,0,0,0
24182,1,163,0,0,0
230908,2,718,1,0,0
9635,3,421,3,0,0
819567,1,262,0,0,0
314393,1,247,0,0,0
1088,2,26,0,1,0
13636,1,318,0,0,0
16476,2,78,1,0,0
132321,3,299,3,0,0
284040,2,251,1,0,0
23531,1,1863,0,0,0
89781,2,273,1,0,0
79192,1,1863,0,0,0
198437,1,147,0,0,0
1142,3,84,3,0,0
64766,2,1867,1,0,0
23659,2,887,0,1,0
851620,1,1644,0,0,0
116659,1,247,0,0,0
73447,1,318,0,0,0
25252,3,120,2,1,0
4961462,3,1383,0,3,0
11949,1,387,0,0,0
89822,1,95,0,0,0
23045,1,96,0,0,0
3492,1,30,0,0,0
8228,1,23,0,0,0
162979,1,23,0,0,0
342926,2,37,1,0,0
852763,1,180,0,0,0
67264,1,387,0,0,0
114132,3,435,2,1,0
3783768,1,257,0,0,0
27074,1,181,0,0,0
843516,1,102,0,0,0
12367,2,78,1,0,0
116236,5,974,10,0,0
94275,1,178,0,0,0
17993,1,387,0,0,0
4883,3,34,3,0,0
9668,1,20,0,0,0
203611,1,380,0,0,0
14681,1,387,0,0,0
53608,1,87,0,0,0
443,2,33,1,0,0
56736,3,864,0,3,0
24211,1,6,0,0,0
53325,1,998,0,0,0
550631,2,220,1,0,0
11819,1,135,0,0,0
84826,1,243,0,0,0
160065,4,908,6,0,0
114788,1,50,0,0,0
851485,1,206,0,0,0
283932,1,101,0,0,0
10858,2,222,1,0,0
100287045,1,133,0,0,0
65255,2,171,1,0,0
207615,1,521,0,0,0
114851,2,954,0,1,0
851495,1,499,0,0,0
80036,2,78,1,0,0
10800,2,283,1,0,0
51156,3,182,3,0,0
851988,1,1644,0,0,0
143570,1,1150,0,0,0
269338,1,10,0,0,0
3077460,1,170,0,0,0
128338,1,1863,0,0,0
113906,1,57,0,0,0
197320,3,908,3,0,0
305955,1,247,0,0,0
853782,1,1644,0,0,0
113835,1,306,0,0,0
852215,1,1644,0,0,0
14464,1,544,0,0,0
55105,4,2068,4,2,0
83610,1,70,0,0,0
54868,2,115,1,0,0
257000,6,932,12,3,0
6665,3,187,3,0,0
14228,2,302,1,0,0
83401,2,40,1,0,0
2540406,1,53,0,0,0
2952,5,217,9,1,0
833868,1,35,0,0,0
122042,2,10,1,0,0
222826,2,97,1,0,0
76795,1,19,0,0,0
407738,1,64,0,0,0
14133,1,321,0,0,0
373975,1,346,0,0,0
23463,6,2528,14,1,0
16423,1,387,0,0,0
839540,1,275,0,0,0
79057,3,284,2,1,0
854957,1,1644,0,0,0
10388,1,457,0,0,0
165631,1,2129,0,0,0
55647,1,1150,0,0,0
25960,3,324,3,0,0
404299,1,203,0,0,0
100009581,1,11,0,0,0
1473,1,9,0,0,0
341333,1,698,0,0,0
2696,3,508,3,0,0
134728,3,697,3,0,0
852032,1,56,0,0,0
316561,1,247,0,0,0
841765,1,262,0,0,0
28955,3,265,3,0,0
15122,1,76,0,0,0
147791,1,72,0,0,0
8747,1,204,0,0,0
224619,1,114,0,0,0
851636,1,1644,0,0,0
280843,1,5,0,0,0
64205,1,321,0,0,0
72512,1,393,0,0,0
644414,2,213,1,0,0
654319,2,1602,1,0,0
79729,2,45,1,0,0
440498,1,30,0,0,0
6847,2,918,1,0,0
20278,1,314,0,0,0
244310,1,135,0,0,0
842256,1,337,0,0,0
146227,2,566,1,0,0
56163,1,69,0,0,0
375337,1,60,0,0,0
855104,1,463,0,0,0
90523,2,456,1,0,0
15259,1,22,0,0,0
850643,1,1644,0,0,0
50854,2,460,1,0,0
163742,1,686,0,0,0
9048,1,0,0,0,0
2676,1,0,0,0,0
284443,1,73,0,0,0
34009,1,5,0,0,0
237422,2,179,0,1,0
26103,0,0,0,0,0
363425,1,20,0,0,0
838658,1,262,0,0,0
281831,1,15,0,0,0
728127,1,432,0,0,0
19325,1,521,0,0,0
643617,1,695,0,0,0
114794,1,78,0,0,0
347487,1,131,0,0,0
11278,7,3039,16,5,0
401994,2,2063,1,0,0
57369,1,51,0,0,0
856059,1,1644,0,0,0
50646,2,127,1,0,0
645086,1,695,0,0,0
852986,1,1644,0,0,0
5253,4,655,6,0,0
3755,3,983,3,0,0
128153,2,152,1,0,0
253832,1,400,0,0,0
158038,1,2129,0,0,0
10638,2,58,1,0,0
395,1,494,0,0,0
844005,1,62,0,0,0
511484,1,65,0,0,0
100187828,0,0,0,0,0
284309,1,74,0,0,0
13430,2,320,1,0,0
16201,1,526,0,0,0
80031,1,19,0,0,0
53917,5,259,10,0,0
17717,1,387,0,0,0
284697,2,1256,1,0,0
343477,1,139,0,0,0
26405,1,75,0,0,0
56884,1,39,0,0,0
85317,2,673,1,0,0
51754,2,238,1,0,0
83641,4,2436,6,0,0
80127,1,134,0,0,0
25578,1,132,0,0,0
36544,1,74,0,0,0
21974,4,360,5,1,0
157574,2,218,1,0,0
8000,1,84,0,0,0
100506055,1,243,0,0,0
170799,1,289,0,0,0
852424,1,1644,0,0,0
855254,1,1644,0,0,0
55332,4,2420,6,0,0
83999,1,16,0,0,0
282173,3,116,3,0,0
226562,1,76,0,0,0
2297,3,86,3,0,0
19655,1,76,0,0,0
56468,4,639,5,1,0
55765,1,287,0,0,0
178272,4,146,6,0,0
41744,1,59,0,0,0
852612,1,1644,0,0,0
23213,2,2443,1,0,0
23957,3,280,1,2,0
126259,1,490,0,0,0
55146,1,414,0,0,0
54834,2,603,1,0,0
196500,1,307,0,0,0
69562,1,15,0,0,0
55351,1,897,0,0,0
2703457,1,608,0,0,0
853097,1,1644,0,0,0
211770,1,78,0,0,0
116151,4,218,6,0,0
9056,2,248,1,0,0
730426,1,54,0,0,0
68147,2,569,0,1,0
91775,2,2172,1,0,0
346653,1,113,0,0,0
100507739,4,632,4,2,0
677800,1,95,0,0,0
5995,6,362,13,2,0
22201,4,273,5,1,0
85238,2,1234,0,1,0
14225,2,435,0,1,0
56208,2,268,1,0,0
100135583,1,85,0,0,0
147948,1,17,0,0,0
157739,1,20,0,0,0
375035,2,458,1,0,0
10368,4,2452,5,1,0
284307,1,80,0,0,0
22137,4,221,6,0,0
13,1,153,0,0,0
123887,3,672,2,1,0
7359,1,53,0,0,0
850539,2,1006,0,1,0
387103,3,869,1,2,0
54944,2,634,1,0,0
70497,1,289,0,0,0
58844,1,125,0,0,0
90338,2,105,1,0,0
850803,1,102,0,0,0
7434,4,2265,6,0,0
115727,5,582,10,0,0
855751,1,22,0,0,0
818860,1,262,0,0,0
32100,1,244,0,0,0
65258,3,154,3,0,0
29083,3,2305,3,0,0
100132406,4,1851,5,1,0
401505,2,2159,1,0,0
339210,2,137,1,0,0
226075,1,60,0,0,0
8681,2,438,1,0,0
30939,1,352,0,0,0
400242,1,1863,0,0,0
151887,1,381,0,0,0
855897,1,659,0,0,0
856147,1,1644,0,0,0
73542,2,703,0,1,0
852757,2,1764,1,0,0
150709,1,212,0,0,0
856856,1,1644,0,0,0
6964,3,48,2,1,0
6965,1,2,0,0,0
282617,1,6,0,0,0
283651,1,1863,0,0,0
824422,1,163,0,0,0
2652,2,203,1,0,0
9452,2,1439,1,0,0
67245,2,283,1,0,0
81491,2,680,1,0,0
203190,1,274,0,0,0
360023,2,1878,1,0,0
51000,2,1577,1,0,0
853106,1,1644,0,0,0
30928,1,64,0,0,0
151050,1,266,0,0,0
124817,1,54,0,0,0
852233,1,1644,0,0,0
855821,1,16,0,0,0
24414,1,53,0,0,0
64513,1,53,0,0,0
80837,5,1233,4,6,0
83490,1,289,0,0,0
50664,1,163,0,0,0
8303,1,490,0,0,0
441155,1,197,0,0,0
53310,1,14,0,0,0
619505,1,452,0,0,0
1261,1,311,0,0,0
9914,1,10,0,0,0
493860,1,194,0,0,0
654320,2,1629,1,0,0
67040,1,521,0,0,0
1360,1,539,0,0,0
855201,1,412,0,0,0
29722,2,2318,1,0,0
11865,1,179,0,0,0
200232,1,109,0,0,0
116871,3,1747,1,2,0
157310,3,689,1,2,0
855237,1,1644,0,0,0
33196,2,555,0,1,0
57282,3,390,3,0,0
26050,2,115,1,0,0
390760,1,290,0,0,0
100293737,2,350,1,0,0
20724,1,42,0,0,0
151473,2,239,1,0,0
3769,2,809,1,0,0
3780,1,1078,0,0,0
255061,4,15,3,3,0
29942,1,2129,0,0,0
10610,1,414,0,0,0
57415,1,85,0,0,0
7092,2,2182,1,0,0
10899,4,2348,4,2,0
338055,1,41,0,0,0
388591,4,1139,1,5,0
22628,2,906,0,1,0
20166,2,703,0,1,0
7700,1,1078,0,0,0
79891,2,455,1,0,0
677679,1,452,0,0,0
10753,2,60,1,0,0
12772,1,28,0,0,0
851431,1,1644,0,0,0
84058,8,1637,26,2,0
361381,4,603,3,3,0
730441,1,34,0,0,0
23359,1,175,0,0,0
50592,1,39,0,0,0
56470,1,318,0,0,0
820142,1,262,0,0,0
388323,1,54,0,0,0
64799,2,2189,1,0,0
653147,1,195,0,0,0
222950,1,1225,0,0,0
72097,1,521,0,0,0
854029,1,1644,0,0,0
776,4,330,6,0,0
284440,2,2256,0,1,0
155066,1,237,0,0,0
56138,1,376,0,0,0
20823,1,521,0,0,0
130576,3,99,3,0,0
56097,1,2129,0,0,0
56853,5,2373,9,1,0
376940,1,21,0,0,0
100033433,1,462,0,0,0
41085,1,44,0,0,0
196410,2,203,1,0,0
850346,1,346,0,0,0
13433,1,608,0,0,0
2165,2,32,0,1,0
16564,1,521,0,0,0
134111,1,179,0,0,0
100364825,1,247,0,0,0
100616191,1,458,0,0,0
850440,1,21,0,0,0
19894,1,521,0,0,0
414918,2,2368,1,0,0
24672,2,338,1,0,0
27151,3,54,2,1,0
284992,2,591,1,0,0
5675,1,21,0,0,0
9881,2,195,0,1,0
854428,1,1644,0,0,0
397769,1,153,0,0,0
292330,1,247,0,0,0
12912,1,386,0,0,0
79987,5,791,7,3,0
83571,2,954,0,1,0
162655,1,2,0,0,0
221833,3,33,3,0,0
4070,6,1345,12,3,0
3466,1,283,0,0,0
23026,3,686,2,1,0
81693,1,66,0,0,0
192192,1,289,0,0,0
854543,1,40,0,0,0
16909,2,451,1,0,0
2999,1,122,0,0,0
57512,2,1696,1,0,0
498109,1,48,0,0,0
854303,1,1644,0,0,0
852378,1,1644,0,0,0
55190,3,891,3,0,0
14862,1,100,0,0,0
5988,1,12,0,0,0
150142,2,371,1,0,0
147685,1,2129,0,0,0
851335,1,1644,0,0,0
735079,1,35,0,0,0
67130,1,387,0,0,0
100996747,1,11,0,0,0
853895,1,1644,0,0,0
56942,1,463,0,0,0
130132,2,1052,1,0,0
854106,1,69,0,0,0
132299,5,4365,5,5,0
396526,1,22,0,0,0
81818,2,363,1,0,0
59303,1,321,0,0,0
9556,2,353,1,0,0
80310,1,108,0,0,0
121512,4,661,3,3,0
90321,3,642,3,0,0
13426,2,812,1,0,0
13510,1,146,0,0,0
19334,1,184,0,0,0
124149,3,399,3,0,0
852313,1,1644,0,0,0
64196,5,1210,0,10,0
57593,3,2778,2,1,0
10867,1,1863,0,0,0
22278,1,205,0,0,0
1010,3,94,3,0,0
127795,1,2129,0,0,0
2829,3,279,3,0,0
29799,1,351,0,0,0
852873,1,1644,0,0,0
54985,3,2263,3,0,0
54600,1,78,0,0,0
10647,1,4,0,0,0
271457,1,387,0,0,0
24099,1,11,0,0,0
440044,1,93,0,0,0
80890,1,321,0,0,0
320707,1,521,0,0,0
642954,1,195,0,0,0
2703393,1,393,0,0,0
828970,1,262,0,0,0
853860,1,1644,0,0,0
32045,1,151,0,0,0
15571,1,76,0,0,0
80834,1,1,0,0,0
54898,1,38,0,0,0
380441,1,27,0,0,0
851800,1,1644,0,0,0
500040,1,196,0,0,0
653226,4,1513,6,0,0
390883,1,1644,0,0,0
1487945,1,467,0,0,0
100153862,1,20,0,0,0
40830,1,321,0,0,0
417947,1,262,0,0,0
619563,4,2315,2,4,0
19079,1,178,0,0,0
25650,1,6,0,0,0
89978,2,41,1,0,0
503670,1,580,0,0,0
272359,1,289,0,0,0
116966,2,189,1,0,0
200030,2,1662,1,0,0
112744,1,118,0,0,0
79949,2,1212,0,1,0
400555,1,29,0,0,0
2844,1,60,0,0,0
2539869,1,60,0,0,0
16498,1,387,0,0,0
79680,2,729,1,0,0
56164,2,489,1,0,0
175781,1,215,0,0,0
18655,1,98,0,0,0
1241,4,798,6,0,0
6023,2,484,1,0,0
855592,1,417,0,0,0
57157,2,1976,1,0,0
9436,1,17,0,0,0
64823,1,387,0,0,0
19766,1,139,0,0,0
14205,1,24,0,0,0
653820,2,251,0,1,0
20602,2,433,0,1,0
653687,1,686,0,0,0
852547,1,1644,0,0,0
140630,1,226,0,0,0
390155,1,490,0,0,0
90737,2,898,1,0,0
855283,1,1644,0,0,0
286423,1,52,0,0,0
147657,2,525,1,0,0
160419,1,454,0,0,0
493869,2,134,1,0,0
29151,1,11,0,0,0
148930,1,307,0,0,0
219749,1,8,0,0,0
283652,1,686,0,0,0
9058,1,457,0,0,0
728556,2,732,1,0,0
283238,1,695,0,0,0
80216,3,2155,2,1,0
285679,6,1533,14,1,0
20977,1,387,0,0,0
68045,2,597,1,0,0
100129777,1,131,0,0,0
100037714,1,18,0,0,0
850505,1,1644,0,0,0
17472,1,51,0,0,0
9723,1,3,0,0,0
10964,1,15,0,0,0
854324,1,1644,0,0,0
20511,3,1139,2,1,0
51252,2,95,1,0,0
55800,2,1014,1,0,0
158800,2,127,1,0,0
26333,2,672,0,1,0
57728,3,99,2,1,0
266747,5,324,8,2,0
852395,1,57,0,0,0
84709,2,946,1,0,0
10154,1,4,0,0,0
314930,1,544,0,0,0
417956,1,262,0,0,0
208198,1,318,0,0,0
81005,1,4,0,0,0
102093,1,521,0,0,0
147495,3,121,3,0,0
851513,3,166,0,3,0
1521,1,280,0,0,0
404179,2,59,1,0,0
173287,1,359,0,0,0
3812,2,251,0,1,0
31669,1,289,0,0,0
83800,2,338,1,0,0
2703384,1,393,0,0,0
283768,2,47,1,0,0
257203,1,2129,0,0,0
341359,1,33,0,0,0
817612,1,262,0,0,0
727751,1,27,0,0,0
92014,3,417,3,0,0
81616,1,825,0,0,0
2543,3,2933,3,0,0
441191,2,2327,1,0,0
853653,1,1644,0,0,0
643394,1,204,0,0,0
12421,2,193,1,0,0
307169,1,291,0,0,0
57830,3,108,3,0,0
727676,1,47,0,0,0
124056,1,51,0,0,0
67097,1,387,0,0,0
542767,1,298,0,0,0
57546,2,276,1,0,0
851797,2,1707,1,0,0
10103,1,108,0,0,0
20613,1,6,0,0,0
29271,1,321,0,0,0
853830,1,1644,0,0,0
16924,1,57,0,0,0
686499,1,247,0,0,0
390648,0,0,0,0,0
395635,1,27,0,0,0
3213,3,1050,1,2,0
33837,1,148,0,0,0
854040,1,1644,0,0,0
8320,1,103,0,0,0
70052,1,318,0,0,0
162137,2,158,1,0,0
69714,1,178,0,0,0
25819,3,481,3,0,0
100359642,1,247,0,0,0
400818,1,1644,0,0,0
5100,2,540,1,0,0
348645,1,565,0,0,0
6415,1,1177,0,0,0
55992,2,393,1,0,0
361970,1,59,0,0,0
851993,2,1665,1,0,0
84417,1,307,0,0,0
414919,2,997,1,0,0
17716,1,387,0,0,0
89817,1,108,0,0,0
25255,1,98,0,0,0
150379,1,153,0,0,0
57467,2,185,1,0,0
285343,1,279,0,0,0
100130557,1,1150,0,0,0
342527,2,3042,0,1,0
855771,1,1644,0,0,0
35121,1,206,0,0,0
68203,1,521,0,0,0
192134,1,12,0,0,0
142683,3,62,2,1,0
837452,1,262,0,0,0
28035,1,118,0,0,0
117166,3,465,3,0,0
256223,1,8,0,0,0
852018,2,1136,1,0,0
9068,2,57,1,0,0
108155,1,61,0,0,0
196743,1,97,0,0,0
432442,1,120,0,0,0
140488,1,76,0,0,0
84924,4,404,6,0,0
828617,1,262,0,0,0
283284,1,273,0,0,0
121551,1,21,0,0,0
57577,1,199,0,0,0
852373,1,16,0,0,0
821519,1,262,0,0,0
66736,1,321,0,0,0
54454,1,665,0,0,0
25353,1,5,0,0,0
1310,1,697,0,0,0
57001,2,87,1,0,0
1724712,1,481,0,0,0
257648,1,126,0,0,0
79904,1,52,0,0,0
53609,1,414,0,0,0
56249,1,76,0,0,0
679835,1,247,0,0,0
25502,1,109,0,0,0
10178,3,486,3,0,0
54491,2,1994,1,0,0
20132,1,318,0,0,0
731,4,39,4,2,0
256227,1,38,0,0,0
19088,7,1483,9,12,0
2703422,1,393,0,0,0
123207,2,65,1,0,0
303155,1,247,0,0,0
80023,4,329,6,0,0
319110,1,247,0,0,0
117060,3,112,2,1,0
100008890,1,161,0,0,0
238055,1,99,0,0,0
27160,1,22,0,0,0
15364,3,1136,2,1,0
192656,2,684,0,1,0
15467,1,318,0,0,0
69993,1,318,0,0,0
3574,4,2326,5,1,0
853393,1,76,0,0,0
12336,1,321,0,0,0
83765,1,61,0,0,0
1770,3,669,3,0,0
56324,1,1644,0,0,0
379355,1,394,0,0,0
851408,1,1644,0,0,0
53834,2,1189,1,0,0
401262,1,179,0,0,0
146712,2,615,1,0,0
158326,1,87,0,0,0
117156,1,2,0,0,0
27239,2,585,0,1,0
147172,2,35,1,0,0
234663,1,521,0,0,0
496247,2,317,1,0,0
399385,1,179,0,0,0
18095,1,17,0,0,0
283971,1,25,0,0,0
207214,1,76,0,0,0
4858,2,208,1,0,0
404220,1,2129,0,0,0
64768,1,158,0,0,0
257240,1,897,0,0,0
853604,1,1644,0,0,0
84885,2,352,1,0,0
140734,1,247,0,0,0
142891,2,634,1,0,0
11950,1,387,0,0,0
854119,1,1644,0,0,0
3447,3,38,1,2,0
147670,1,242,0,0,0
83459,1,192,0,0,0
509933,2,1943,1,0,0
18415,1,196,0,0,0
339476,2,137,1,0,0
69009,1,178,0,0,0
79802,1,30,0,0,0
375133,1,153,0,0,0
50764,1,248,0,0,0
54657,1,24,0,0,0
829895,1,262,0,0,0
854691,1,91,0,0,0
15900,1,184,0,0,0
100361133,1,247,0,0,0
374018,1,375,0,0,0
196385,1,194,0,0,0
440587,2,126,1,0,0
64420,4,826,6,0,0
7117,1,1863,0,0,0
394380,1,134,0,0,0
76338,1,299,0,0,0
850496,1,1644,0,0,0
16150,3,896,2,1,0
127262,1,197,0,0,0
150165,1,46,0,0,0
51084,3,1974,3,0,0
79825,1,760,0,0,0
18171,3,1046,0,3,0
8759,1,36,0,0,0
50719,1,247,0,0,0
18080,1,521,0,0,0
26825,1,187,0,0,0
239510,1,521,0,0,0
387496,1,1863,0,0,0
138715,3,241,3,0,0
179441,1,251,0,0,0
219770,2,625,1,0,0
12753,1,57,0,0,0
81678,1,13,0,0,0
126204,2,548,1,0,0
11464,1,49,0,0,0
677840,1,462,0,0,0
65277,1,44,0,0,0
315840,2,424,0,1,0
647013,1,1225,0,0,0
306862,1,105,0,0,0
100506898,2,687,0,1,0
23217,2,558,1,0,0
828957,1,102,0,0,0
15951,1,606,0,0,0
84539,1,9,0,0,0
92285,3,280,3,0,0
2662,1,57,0,0,0
221357,2,16,1,0,0
16647,1,48,0,0,0
51006,1,280,0,0,0
2542606,1,1644,0,0,0
291948,1,247,0,0,0
100507290,1,74,0,0,0
10816,1,83,0,0,0
25135,1,247,0,0,0
375387,1,621,0,0,0
81854,2,467,1,0,0
401817,1,695,0,0,0
851624,2,804,1,0,0
4495,2,72,1,0,0
17060,1,289,0,0,0
10663,1,27,0,0,0
401027,1,366,0,0,0
132160,1,565,0,0,0
287026,1,107,0,0,0
120526,3,581,3,0,0
80063,6,1227,12,3,0
168391,1,174,0,0,0
50995,1,168,0,0,0
11991,1,76,0,0,0
100528064,1,16,0,0,0
284085,2,313,0,1,0
232976,1,612,0,0,0
78968,1,1644,0,0,0
22230,1,1644,0,0,0
26447,2,2029,0,1,0
207212,2,264,1,0,0
6060,2,501,0,1,0
13982,3,1897,3,0,0
440452,1,2129,0,0,0
79071,2,87,1,0,0
527565,1,50,0,0,0
392490,1,93,0,0,0
541472,1,2129,0,0,0
2540149,1,222,0,0,0
5197,1,197,0,0,0
3783702,1,257,0,0,0
17719,1,387,0,0,0
144195,1,93,0,0,0
54300,1,6,0,0,0
404550,2,204,0,1,0
288734,1,24,0,0,0
839131,1,262,0,0,0
17454,1,76,0,0,0
29282,2,30,1,0,0
64896,1,247,0,0,0
337875,2,141,1,0,0
200634,1,686,0,0,0
50651,1,353,0,0,0
80328,7,210,19,2,0
375759,1,307,0,0,0
71774,1,291,0,0,0
140859,1,318,0,0,0
852276,1,98,0,0,0
3631281,1,62,0,0,0
171329,1,247,0,0,0
4503,1,39,0,0,0
727830,1,416,0,0,0
71096,1,318,0,0,0
55130,2,311,1,0,0
23395,5,3034,8,2,0
65019,1,375,0,0,0
375444,2,1316,1,0,0
123606,1,280,0,0,0
29338,1,247,0,0,0
84677,2,941,1,0,0
116655,1,8,0,0,0
15275,1,387,0,0,0
2703350,1,393,0,0,0
8484,1,580,0,0,0
150221,1,105,0,0,0
117145,1,375,0,0,0
56180,1,14,0,0,0
100359583,1,247,0,0,0
397857,1,461,0,0,0
855101,2,82,0,1,0
199870,2,1869,1,0,0
109241,1,85,0,0,0
113386,0,0,0,0,0
74142,1,521,0,0,0
644422,1,695,0,0,0
2703368,1,393,0,0,0
83787,1,154,0,0,0
851691,1,134,0,0,0
852235,1,1644,0,0,0
84002,2,55,1,0,0
26814,1,621,0,0,0
388882,6,1068,14,1,0
856412,1,1644,0,0,0
417553,1,49,0,0,0
178079,1,266,0,0,0
7482,2,871,0,1,0
100361067,1,247,0,0,0
855474,1,1644,0,0,0
14056,1,251,0,0,0
7834,1,101,0,0,0
856461,1,1644,0,0,0
9153,1,366,0,0,0
71720,1,387,0,0,0
855256,1,301,0,0,0
127700,2,1258,0,1,0
442868,2,213,1,0,0
839690,1,250,0,0,0
171484,1,148,0,0,0
3270,3,119,3,0,0
22334,1,387,0,0,0
2436,1,608,0,0,0
72787,1,31,0,0,0
8846,1,57,0,0,0
824493,1,262,0,0,0
12361,2,33,1,0,0
81827,2,411,1,0,0
820364,1,262,0,0,0
6540,1,300,0,0,0
90527,1,266,0,0,0
685055,1,998,0,0,0
851461,1,1644,0,0,0
25155,2,660,1,0,0
54328,1,60,0,0,0
21665,1,64,0,0,0
3790,2,910,1,0,0
